Sample Name	Protocol REF	Parameter Value[Dimensions (XY)]	Parameter Value[Channels]	Protocol REF	Parameter Value[Individual Images Or Array]	Parameter Value[Platform]	Parameter Value[Array Information]	Parameter Value[Number Of Samples Per Position]	Parameter Value[Sample Metadata]	Protocol REF	Parameter Value[Number  Of Biological Markers]	Parameter Value[Marker Type]	Parameter Value[Molecule Or Structure Labeled]	Parameter Value[Marker Channel]	Protocol REF	Parameter Value[Preservation]	Parameter Value[Fixation Chemical]	Parameter Value[Fixation Concentration]	Unit	Term Source REF	Term Accession Number	Parameter Value[Fixation Duration]	Unit	Term Source REF	Term Accession Number	Parameter Value[Fixation Temperature]	Unit	Term Source REF	Term Accession Number	Parameter Value[Permeabilization]	Parameter Value[Permeabilization Duration]	Unit	Term Source REF	Term Accession Number	Parameter Value[Blocking Chemical]	Parameter Value[Blocking Concentration]	Unit	Term Source REF	Term Accession Number	Parameter Value[Primary Target]	Parameter Value[Primary Concentration]	Parameter Value[Primary Company And Product Number]	Parameter Value[Secondary Concentration]	Parameter Value[Secondary Fluorophore]	Parameter Value[Secondary Company And Product Number]	Parameter Value[Mounting Medium]	Assay Name	Raw Data File	Parameter Value[Submitted Results File]	Protocol REF	Parameter Value[Transformed Reusable Files]
R0_Earth_M12	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_Earth_M13	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_Earth_M14	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F7	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F8	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F9	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F12	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F13	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F14	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_F15	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_M9	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_M10	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_M11	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_M12	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_M13	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
R0_SF1g_M14	Image File Dimensions	1028x1028	GFP, RFP, far red (cy5)	Platform And Sample	Individual Images	Slides	4-8 brains per slide with a spacer	4-8	sample ID, treatment, sex	Labeling Information	3	Antibody	Neurons (ELAV), CC3, 8-oxo-dg	cy5 (ELAV), GFP (CC3), RFP (8-oxo-dg)	Labeling Protocol	fixation, then storage in PBS with 0.05% sodium azide	paraformaldehyde, sucrose, tween-20	4, 6.7, 0.01	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	20	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Room temperature (approximately 21)	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	0.2% Triton X-100	10	minute	UO	http://purl.obolibrary.org/obo/UO_0000031	Normal Goat Serum in PBS	5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	elav, CC3, 8-oxo-dG	elav (1:100), CC3 (1:100), 8-oxo-dG (1:100)	anti-elav (Catalog # 7E8A10, Developmental Studies Hybridoma Bank), anti-cc3 (Catalog # 9661, Cell signaling Technology), anti-8-oxo-dG (Catalog #4354-MC-050, RandD Systems)	1:200	Alexa fluor 568, Alexa fluor 488, Alexa fluor 633	Alexa fluor 568 (Catalog # A-11031, Invitrogen), Alexa fluor 488 (Catalog # A-11034, Invitrogen), Alexa fluor 633 (Catalog # A21094, Invitrogen)	Vectashield (Vector Labs, H-1000)	Immunohistochemistry	Not Available	LSDS-31_IHC_LSDS-31_Final IHC MVP_Fly01 data with FlyID_JI_SDM.xlsx	ALSDA Transformed Data	LSDS-31_IHC_LSDS-31_Immunohistochemistry_mhatreTRANSFORMED.csv
